,date,Intensity_economia,Polarization_economia,Subjectivity_economia,Intensity_gimnasio,Polarization_gimnasio,gimnasio,sanitas,adeslas,decathlon,IBEX35_close,crecimiento,mes,mes,mes,mes,mes
12,2014-01-25,-0.020482,0.03083333333333333,0.09666666666666668,-0.019725,0.0125,14.0,7.0,9.0,32.0,9758.400390625,-0.018750000000000044,1,1,1,1,1
13,2014-01-26,-0.06719016393442621,0.0,0.05737704918032788,-0.05221176470588234,-0.008823529411764706,14.0,7.0,9.0,32.0,9758.400390625,-0.018750000000000044,1,1,1,1,1
14,2014-01-27,-0.0005347826086956512,0.01746894409937888,0.0670807453416149,-0.04258817204301076,0.04014336917562724,14.0,7.0,9.0,32.0,9758.400390625,-0.018750000000000044,1,1,1,1,1
15,2014-01-28,-0.04261342281879196,-0.0071588366890380315,0.06588366890380314,0.0007939393939393965,0.04452861952861953,14.0,7.0,9.0,32.0,9879.099609375,-0.018750000000000044,1,1,1,1,1
16,2014-01-29,-0.05901403508771929,0.014035087719298246,0.048538011695906436,0.014612149532710275,0.03925233644859813,14.0,7.0,9.0,32.0,9896.2001953125,-0.018750000000000044,1,1,1,1,1
17,2014-01-30,-0.059215476190476186,0.005629960317460318,0.06666666666666668,-0.015715555555555545,0.03351851851851852,14.0,7.0,9.0,32.0,9964.5,-0.018750000000000044,1,1,1,1,1
18,2014-01-31,-0.03230874999999998,0.05625,0.14375,0.0010373134328358238,0.05652985074626865,14.0,7.0,9.0,32.0,9920.2001953125,-0.018750000000000044,1,1,1,1,1
19,2014-02-01,-0.008152307692307691,0.03038461538461538,0.1292307692307692,0.05672087912087913,0.06012558869701728,14.0,7.0,9.0,32.0,9725.400390625,-0.018750000000000044,2,2,2,2,2
20,2014-02-02,-0.06013246753246754,-0.03441558441558441,0.07207792207792207,-0.034696874999999995,0.0453125,14.0,7.0,8.0,34.0,9725.400390625,-0.018750000000000044,2,2,2,2,2
21,2014-02-03,-0.02644270833333333,0.02023654513888889,0.10746527777777776,-0.032760000000000004,0.02202898550724637,14.0,7.0,8.0,34.0,9725.400390625,-0.018750000000000044,2,2,2,2,2
22,2014-02-04,-0.01808749999999999,0.02696774732620321,0.05885695187165775,-0.034010526315789484,0.013304093567251462,14.0,7.0,8.0,34.0,9754.2998046875,-0.018750000000000044,2,2,2,2,2
23,2014-02-05,-0.05755882352941177,-0.013235294117647057,0.10735294117647058,-0.031264444444444435,0.027341269841269843,14.0,7.0,8.0,34.0,9775.0,-0.018750000000000044,2,2,2,2,2
24,2014-02-06,-0.008295620437956203,0.015145985401459856,0.04635036496350365,-0.04954479166666667,0.013541666666666669,14.0,7.0,8.0,34.0,9964.599609375,-0.018750000000000044,2,2,2,2,2
25,2014-02-07,-0.02545076923076924,0.0033974358974358963,0.08,0.024709589041095898,0.06820776255707763,14.0,7.0,8.0,34.0,10072.400390625,-0.018750000000000044,2,2,2,2,2
26,2014-02-08,-0.04509019607843138,-0.000816993464052289,0.06944444444444445,-0.0339236842105263,0.036842105263157884,14.0,7.0,8.0,34.0,9982.7001953125,-0.018750000000000044,2,2,2,2,2
27,2014-02-09,-0.043226373626373625,0.012087912087912088,0.08901098901098901,-0.000887179487179485,0.016666666666666663,14.0,7.0,8.0,34.0,9982.7001953125,-0.018750000000000044,2,2,2,2,2
28,2014-02-10,-0.0029171874999999936,0.01299641927083333,0.07299679487179486,0.007379259259259261,0.03518518518518519,14.0,7.0,8.0,34.0,9982.7001953125,-0.018750000000000044,2,2,2,2,2
29,2014-02-11,0.004881034482758625,0.011494252873563218,0.05034893267651888,0.009738383838383852,0.03243801652892562,14.0,7.0,8.0,34.0,10091.2001953125,-0.018750000000000044,2,2,2,2,2
30,2014-02-12,-0.016411016949152542,0.024752824858757058,0.056391242937853116,-0.022616037735849057,0.05270154373927959,14.0,7.0,8.0,34.0,10080.7998046875,-0.018750000000000044,2,2,2,2,2
31,2014-02-13,-0.003516260162601626,0.023345401422764228,0.05630081300813008,-0.01610229885057471,0.04022988505747127,14.0,7.0,8.0,34.0,10098.900390625,-0.018750000000000044,2,2,2,2,2
32,2014-02-14,-0.031863636363636365,0.0058441558441558435,0.07987012987012987,0.0737096385542169,0.08752510040160642,14.0,7.0,8.0,34.0,10132.7998046875,-0.018750000000000044,2,2,2,2,2
33,2014-02-15,-0.04979454545454545,0.043030303030303016,0.0906060606060606,-0.007569999999999999,0.035,14.0,7.0,8.0,34.0,10118.599609375,-0.018750000000000044,2,2,2,2,2
34,2014-02-16,-0.020216,0.03177777777777778,0.05322222222222222,-0.02865833333333333,0.019444444444444445,14.0,7.0,8.0,34.0,10118.599609375,-0.018750000000000044,2,2,2,2,2
35,2014-02-17,-0.006642105263157892,0.01946271929824561,0.09742324561403508,0.004415165876777256,0.042180094786729856,14.0,7.0,8.0,34.0,10118.599609375,-0.018750000000000044,2,2,2,2,2
36,2014-02-18,-0.018029496402877696,0.019416285153695225,0.06693917593198169,0.009002857142857144,0.04047619047619048,14.0,7.0,8.0,34.0,10042.7001953125,-0.018750000000000044,2,2,2,2,2
37,2014-02-19,0.014127586206896553,0.03720366379310345,0.08864942528735632,0.05192235294117648,0.0661764705882353,14.0,7.0,8.0,34.0,10053.7998046875,-0.018750000000000044,2,2,2,2,2
38,2014-02-20,-0.011898850574712645,0.04655172413793103,0.0689655172413793,-0.013046153846153838,0.05884615384615385,14.0,7.0,8.0,34.0,10062.2001953125,-0.018750000000000044,2,2,2,2,2
39,2014-02-21,-0.0506686274509804,-0.032352941176470584,0.07058823529411765,0.028008510638297877,0.015957446808510637,14.0,7.0,8.0,34.0,10071.0,-0.018750000000000044,2,2,2,2,2
40,2014-02-22,-0.0383,0.0125,0.025,0.046379411764705884,0.06470588235294117,14.0,7.0,8.0,34.0,10193.099609375,-0.018750000000000044,2,2,2,2,2
41,2014-02-23,-0.09010238095238096,-0.0071428571428571435,0.13095238095238096,-0.07084736842105263,0.02631578947368421,14.0,7.0,8.0,34.0,10193.099609375,-0.018750000000000044,2,2,2,2,2
42,2014-02-24,-0.041303896103896086,0.023376623376623374,0.05844155844155844,0.05015249999999999,0.05063802083333333,14.0,7.0,8.0,34.0,10193.099609375,-0.018750000000000044,2,2,2,2,2
43,2014-02-25,0.004870940170940174,0.013586182336182338,0.05441595441595441,0.07880170940170941,0.10136663105413103,14.0,7.0,8.0,34.0,10242.5,-0.018750000000000044,2,2,2,2,2
44,2014-02-26,-0.005656321839080459,0.025478927203065136,0.13831417624521075,0.007848275862068967,0.0471264367816092,14.0,7.0,8.0,34.0,10224.2998046875,-0.018750000000000044,2,2,2,2,2
45,2014-02-27,-0.0429305882352941,0.030147058823529405,0.06573529411764706,-0.008332142857142852,0.027083333333333338,14.0,7.0,8.0,34.0,10164.099609375,-0.018750000000000044,2,2,2,2,2
46,2014-02-28,-0.010533333333333334,0.013131313131313131,0.03316705516705517,-0.021464814814814808,0.025925925925925925,14.0,7.0,8.0,34.0,10114.2001953125,-0.018750000000000044,2,2,2,2,2
47,2014-03-01,-0.059997368421052626,0.01973684210526316,0.05526315789473685,-0.007934482758620695,0.009339080459770112,14.0,7.0,8.0,34.0,9878.7001953125,-0.018750000000000044,3,3,3,3,3
48,2014-03-02,-0.08771951219512195,-0.018292682926829267,0.12195121951219512,-0.07877931034482759,0.005172413793103449,12.0,7.0,8.0,37.0,9878.7001953125,-0.018750000000000044,3,3,3,3,3
49,2014-03-03,-0.07070439560439565,-0.023076923076923075,0.0771978021978022,-0.0087,0.022087378640776704,12.0,7.0,8.0,37.0,9878.7001953125,-0.018750000000000044,3,3,3,3,3
50,2014-03-04,-0.033218085106382966,0.018173758865248225,0.06560283687943262,-0.028279999999999993,0.026,12.0,7.0,8.0,37.0,10126.7001953125,-0.018750000000000044,3,3,3,3,3
51,2014-03-05,-0.02010081967213114,-0.0008879781420765014,0.07889344262295082,0.007940816326530611,0.03202859268707483,12.0,7.0,8.0,37.0,10215.2001953125,-0.018750000000000044,3,3,3,3,3
52,2014-03-06,-0.0011789915966386535,0.03119747899159664,0.09117647058823528,0.01816511627906977,0.051550387596899234,12.0,7.0,8.0,37.0,10304.0,-0.018750000000000044,3,3,3,3,3
53,2014-03-07,0.010991304347826091,-0.0008454106280193238,0.07270531400966182,0.031408510638297873,0.048226950354609936,12.0,7.0,8.0,37.0,10164.2001953125,-0.018750000000000044,3,3,3,3,3
54,2014-03-08,-0.01191063829787234,-0.0021276595744680847,0.0702127659574468,-0.009663888888888885,0.05185185185185185,12.0,7.0,8.0,37.0,10194.599609375,-0.018750000000000044,3,3,3,3,3
55,2014-03-09,-0.07100833333333331,-0.003125000000000001,0.121875,0.03753793103448277,0.1148706896551724,12.0,7.0,8.0,37.0,10194.599609375,-0.018750000000000044,3,3,3,3,3
56,2014-03-10,-0.07686739130434786,-0.01480978260869565,0.075,-0.014467045454545448,-0.002840909090909091,12.0,7.0,8.0,37.0,10194.599609375,-0.018750000000000044,3,3,3,3,3
57,2014-03-11,-0.03876947368421052,-0.008421052631578947,0.0331578947368421,0.013736144578313255,0.04421321650237313,12.0,7.0,8.0,37.0,10163.2998046875,-0.018750000000000044,3,3,3,3,3
58,2014-03-12,-0.004099248120300753,0.023057644110275687,0.02600250626566416,0.004131578947368421,0.03333333333333333,12.0,7.0,8.0,37.0,10070.400390625,-0.018750000000000044,3,3,3,3,3
59,2014-03-13,-0.0047716666666666645,0.040625,0.1090277777777778,0.026789629629629632,0.054814814814814816,12.0,7.0,8.0,37.0,9950.2998046875,-0.018750000000000044,3,3,3,3,3
60,2014-03-14,-0.02288441558441558,0.0441017316017316,0.12087971552257265,0.04036417910447762,0.023880597014925373,12.0,7.0,8.0,37.0,9812.0,-0.018750000000000044,3,3,3,3,3
61,2014-03-15,-0.07923863636363633,0.02632575757575757,0.049810606060606055,-0.009895238095238094,0.050967261904761904,12.0,7.0,8.0,37.0,9975.0,-0.018750000000000044,3,3,3,3,3
62,2014-03-16,-0.011555128205128207,0.012606837606837605,0.044764957264957266,0.11727272727272728,0.125,12.0,7.0,8.0,37.0,9975.0,-0.018750000000000044,3,3,3,3,3
63,2014-03-17,0.012090909090909091,-0.0005681818181818187,0.06818181818181818,0.026031868131868148,0.07087912087912089,12.0,7.0,8.0,37.0,9975.0,-0.018750000000000044,3,3,3,3,3
64,2014-03-18,-0.009141463414634149,0.01239837398373984,0.01747967479674797,-0.023047115384615374,0.02331730769230769,12.0,7.0,8.0,37.0,10051.400390625,-0.018750000000000044,3,3,3,3,3
65,2014-03-19,0.014557142857142857,0.03248626373626373,0.07307692307692308,-0.0504126582278481,0.018987341772151903,12.0,7.0,8.0,37.0,10093.2998046875,-0.018750000000000044,3,3,3,3,3
66,2014-03-20,-0.027295652173913026,0.003940217391304349,0.0608695652173913,-0.000736363636363634,0.04880050505050505,12.0,7.0,8.0,37.0,10079.900390625,-0.018750000000000044,3,3,3,3,3
67,2014-03-21,-0.030743548387096774,0.01895161290322581,0.04596774193548387,-0.014673684210526313,0.03421052631578948,12.0,7.0,8.0,37.0,10053.099609375,-0.018750000000000044,3,3,3,3,3
68,2014-03-22,-0.008205405405405403,0.015540540540540541,0.021621621621621626,0.0014756097560975634,0.03048780487804878,12.0,7.0,8.0,37.0,9913.099609375,-0.018750000000000044,3,3,3,3,3
69,2014-03-23,-0.0596142857142857,0.008801020408163265,0.07346938775510202,0.10465806451612904,0.09193548387096773,12.0,7.0,8.0,37.0,9913.099609375,-0.018750000000000044,3,3,3,3,3
70,2014-03-24,-0.017973148148148148,0.018518518518518517,0.09212962962962963,-0.014302884615384613,0.03125,12.0,7.0,8.0,37.0,9913.099609375,-0.018750000000000044,3,3,3,3,3
71,2014-03-25,-0.026348421052631573,0.01219298245614035,0.07964912280701758,-0.011854838709677412,-0.002150537634408602,12.0,7.0,8.0,37.0,9990.5,-0.018750000000000044,3,3,3,3,3
72,2014-03-26,-0.020330487804878047,0.007317073170731706,0.05731707317073171,-0.04015696202531646,0.002531645569620253,12.0,7.0,8.0,37.0,10140.7998046875,-0.018750000000000044,3,3,3,3,3
73,2014-03-27,-0.008786021505376343,0.008422939068100358,0.043727598566308236,-0.024109433962264143,0.05062893081761007,12.0,7.0,8.0,37.0,10199.0,-0.018750000000000044,3,3,3,3,3
74,2014-03-28,0.0022966101694915273,0.00847457627118644,0.08898305084745763,0.02035614035087719,0.03976608187134503,12.0,7.0,8.0,37.0,10328.900390625,-0.018750000000000044,3,3,3,3,3
75,2014-03-29,-0.020528571428571427,0.012244897959183671,0.042857142857142864,-0.004316129032258064,0.05403225806451612,12.0,7.0,8.0,37.0,10340.5,-0.018750000000000044,3,3,3,3,3
76,2014-03-30,-0.03329818181818182,-0.002272727272727275,0.07515151515151515,-0.06056944444444444,0.005555555555555557,12.0,7.0,8.0,37.0,10340.5,-0.018750000000000044,3,3,3,3,3
77,2014-03-31,-0.014737837837837837,0.050647522522522526,0.09707207207207208,-0.033141176470588236,0.04836601307189543,12.0,7.0,8.0,37.0,10340.5,-0.018750000000000044,3,3,3,3,3
78,2014-04-01,0.01355285714285714,0.012083333333333331,0.029523809523809525,-0.0024382716049382697,0.008267863823419378,12.0,7.0,8.0,37.0,10463.099609375,-0.018750000000000044,4,4,4,4,4
79,2014-04-02,0.008158333333333333,0.019246031746031747,0.052777777777777785,0.0008977011494252916,0.05229885057471265,11.0,7.0,7.0,37.0,10435.7998046875,-0.018750000000000044,4,4,4,4,4
80,2014-04-03,-0.003621212121212121,0.015740740740740743,0.07895622895622895,-0.04789142857142858,0.0071428571428571435,11.0,7.0,7.0,37.0,10584.099609375,-0.018750000000000044,4,4,4,4,4
81,2014-04-04,-0.006374242424242421,0.011363636363636364,0.04924242424242424,-0.04406938775510204,-0.010459183673469388,11.0,7.0,7.0,37.0,10677.2001953125,-0.018750000000000044,4,4,4,4,4
82,2014-04-05,-0.06422954545454544,0.0,0.0,-0.055451219512195116,0.03252032520325203,11.0,7.0,7.0,37.0,10606.2001953125,-0.018750000000000044,4,4,4,4,4
83,2014-04-06,-0.03989761904761905,-0.006746031746031748,0.05436507936507936,0.10011818181818184,0.056196732954545456,11.0,7.0,7.0,37.0,10606.2001953125,-0.018750000000000044,4,4,4,4,4
84,2014-04-07,-0.0373247311827957,0.007526881720430106,0.00967741935483871,0.007855276381909552,0.046482412060301515,11.0,7.0,7.0,37.0,10606.2001953125,-0.018750000000000044,4,4,4,4,4
85,2014-04-08,-0.03493076923076923,0.009043040293040292,0.08223443223443222,-0.01615569620253164,0.021518987341772152,11.0,7.0,7.0,37.0,10480.5,-0.018750000000000044,4,4,4,4,4
86,2014-04-09,-0.02116666666666666,0.006781045751633987,0.05375816993464053,0.018728947368421057,0.029002192982456137,11.0,7.0,7.0,37.0,10485.2001953125,-0.018750000000000044,4,4,4,4,4
87,2014-04-10,-0.004769724770642202,0.006269113149847097,0.052905198776758415,-0.04398356164383562,0.005936073059360732,11.0,7.0,7.0,37.0,10336.099609375,-0.018750000000000044,4,4,4,4,4
88,2014-04-11,-0.022161016949152543,0.0017655367231638429,0.07514124293785311,0.007808620689655174,0.03663793103448276,11.0,7.0,7.0,37.0,10205.400390625,-0.018750000000000044,4,4,4,4,4
89,2014-04-12,-0.040592307692307684,0.001282051282051282,0.002564102564102564,-0.07052888888888889,0.004444444444444445,11.0,7.0,7.0,37.0,10188.2001953125,-0.018750000000000044,4,4,4,4,4
90,2014-04-13,-0.034772500000000005,0.0058333333333333345,0.04041666666666667,-0.005249230769230769,0.005128205128205128,11.0,7.0,7.0,37.0,10188.2001953125,-0.018750000000000044,4,4,4,4,4
91,2014-04-14,0.014590243902439026,0.012195121951219513,0.012195121951219513,0.01153222222222222,0.03222222222222222,11.0,7.0,7.0,37.0,10188.2001953125,-0.018750000000000044,4,4,4,4,4
92,2014-04-15,-0.029226415094339618,-0.0018867924528301887,0.060377358490566024,-0.02712222222222224,0.0009595959595959588,11.0,7.0,7.0,37.0,10103.5,-0.018750000000000044,4,4,4,4,4
93,2014-04-16,-0.08487551020408161,-0.04370748299319728,0.06870748299319727,-0.009943859649122805,0.008771929824561403,11.0,7.0,7.0,37.0,10267.900390625,-0.018750000000000044,4,4,4,4,4
94,2014-04-17,-0.014669230769230766,0.019230769230769232,0.05,0.012013888888888895,0.03055555555555556,11.0,7.0,7.0,37.0,10292.400390625,-0.018750000000000044,4,4,4,4,4
95,2014-04-18,-0.02425333333333333,0.0022222222222222227,0.054444444444444434,0.039540625,0.018750000000000003,11.0,7.0,7.0,37.0,10437.7998046875,-0.018750000000000044,4,4,4,4,4
96,2014-04-19,0.03748,0.08333333333333333,0.13333333333333333,-0.04218974358974359,-0.005128205128205128,11.0,7.0,7.0,37.0,10437.7998046875,-0.018750000000000044,4,4,4,4,4
97,2014-04-20,-0.04968,0.03133333333333333,0.042666666666666665,-0.14748076923076925,-0.014423076923076926,11.0,7.0,7.0,37.0,10437.7998046875,-0.018750000000000044,4,4,4,4,4
98,2014-04-21,-0.06040363636363635,0.0,0.0,0.0035747474747474728,0.027020202020202024,11.0,7.0,7.0,37.0,10437.7998046875,-0.018750000000000044,4,4,4,4,4
99,2014-04-22,-0.019245714285714286,0.02071428571428572,0.044285714285714296,-0.0025149425287356265,0.03486590038314176,11.0,7.0,7.0,37.0,10437.7998046875,-0.018750000000000044,4,4,4,4,4
100,2014-04-23,-0.028282954545454545,0.017329545454545455,0.0706439393939394,-0.010065671641791044,0.03283582089552239,11.0,7.0,7.0,37.0,10424.400390625,-0.018750000000000044,4,4,4,4,4
101,2014-04-24,-0.04414380952380953,0.0033333333333333327,0.04952380952380952,0.009786259541984735,0.020229007633587787,11.0,7.0,7.0,37.0,10462.0,-0.018750000000000044,4,4,4,4,4
102,2014-04-25,0.0008732142857142827,0.021428571428571432,0.026785714285714284,-0.0058745762711864425,0.025423728813559324,11.0,7.0,7.0,37.0,10306.2001953125,-0.018750000000000044,4,4,4,4,4
103,2014-04-26,-0.0345081081081081,-0.004954954954954956,0.044144144144144144,0.04633000000000002,0.05537760416666666,11.0,7.0,7.0,37.0,10320.900390625,-0.018750000000000044,4,4,4,4,4
104,2014-04-27,-0.03215686274509804,0.007843137254901959,0.07058823529411765,-0.013078947368421051,0.02631578947368421,11.0,7.0,7.0,37.0,10320.900390625,-0.018750000000000044,4,4,4,4,4
105,2014-04-28,-0.02986907216494845,0.01615120274914089,0.06426116838487972,-0.007502380952380951,0.008333333333333333,11.0,7.0,7.0,37.0,10320.900390625,-0.018750000000000044,4,4,4,4,4
106,2014-04-29,-0.034390999999999984,0.011058593750000002,0.07200000000000001,0.038864285714285726,0.029761904761904764,11.0,7.0,7.0,37.0,10461.0,-0.018750000000000044,4,4,4,4,4
107,2014-04-30,-0.043416216216216205,0.00912162162162162,0.04984984984984985,0.014010169491525427,0.04915254237288135,11.0,7.0,7.0,37.0,10459.0,-0.018750000000000044,4,4,4,4,4
108,2014-05-01,-0.05545675675675675,0.003153153153153153,0.004954954954954956,-0.021158620689655173,-0.027586206896551727,11.0,7.0,7.0,37.0,10474.5,-0.018750000000000044,5,5,5,5,5
109,2014-05-02,-0.03243606557377049,-0.009481728142076502,0.06379781420765028,0.009311363636363637,0.016666666666666666,12.0,7.0,7.0,39.0,10474.5,-0.018750000000000044,5,5,5,5,5
110,2014-05-03,-0.06266206896551724,0.05625,0.10689655172413794,0.02530212765957446,0.07872340425531915,12.0,7.0,7.0,39.0,10477.0,-0.018750000000000044,5,5,5,5,5
111,2014-05-04,-0.03320526315789474,-0.03011695906432748,0.059064327485380125,0.03267,0.0375,12.0,7.0,7.0,39.0,10477.0,-0.018750000000000044,5,5,5,5,5
112,2014-05-05,-0.026581249999999997,0.005357142857142857,0.02818877551020408,-0.009083749999999993,0.03265625,12.0,7.0,7.0,39.0,10477.0,-0.018750000000000044,5,5,5,5,5
113,2014-05-06,-0.0427974358974359,0.000997150997150997,0.02829278983125137,0.014446153846153857,0.02884615384615385,12.0,7.0,7.0,39.0,10481.400390625,-0.018750000000000044,5,5,5,5,5
114,2014-05-07,-0.039189189189189184,0.008183183183183184,0.059609609609609614,-0.02475411764705881,0.019019607843137252,12.0,7.0,7.0,39.0,10413.7998046875,-0.018750000000000044,5,5,5,5,5
115,2014-05-08,-0.009038582677165344,0.01957020997375328,0.07395013123359581,0.000982608695652174,-0.0008152173913043485,12.0,7.0,7.0,39.0,10591.2001953125,-0.018750000000000044,5,5,5,5,5
116,2014-05-09,-0.045823943661971824,-0.024024918743228603,0.06424702058504875,-0.015038888888888897,0.060185185185185175,12.0,7.0,7.0,39.0,10487.2001953125,-0.018750000000000044,5,5,5,5,5
117,2014-05-10,-0.08598333333333331,-0.011458333333333334,0.02708333333333333,0.02851481481481482,0.07175925925925926,12.0,7.0,7.0,39.0,10567.0,-0.018750000000000044,5,5,5,5,5
118,2014-05-11,-0.07765999999999999,-0.01814102564102564,0.08487179487179489,-0.019152631578947373,0.02631578947368421,12.0,7.0,7.0,39.0,10567.0,-0.018750000000000044,5,5,5,5,5
119,2014-05-12,-0.03186818181818181,0.030530303030303033,0.06287878787878788,-0.022014084507042248,0.04225352112676056,12.0,7.0,7.0,39.0,10567.0,-0.018750000000000044,5,5,5,5,5
120,2014-05-13,-0.017930952380952374,0.002711640211640211,0.05780423280423281,-0.04534883720930232,0.014114987080103359,12.0,7.0,7.0,39.0,10587.2001953125,-0.018750000000000044,5,5,5,5,5
121,2014-05-14,0.008534653465346534,0.031435643564356436,0.07376237623762376,-0.0485408,-0.016,12.0,7.0,7.0,39.0,10613.900390625,-0.018750000000000044,5,5,5,5,5
122,2014-05-15,-0.048982786885245926,-0.00027322404371584694,0.04986338797814208,-0.07953700787401574,-0.021013779527559052,12.0,7.0,7.0,39.0,10365.0,-0.018750000000000044,5,5,5,5,5
123,2014-05-16,-0.018035294117647045,-0.036029411764705886,0.05147058823529412,-0.023567741935483853,0.026881720430107527,12.0,7.0,7.0,39.0,10478.7001953125,-0.018750000000000044,5,5,5,5,5
124,2014-05-17,0.008227450980392157,-0.017320261437908498,0.07320261437908497,0.047910526315789466,0.05263157894736842,12.0,7.0,7.0,39.0,10425.5,-0.018750000000000044,5,5,5,5,5
125,2014-05-18,0.017236,-0.003250000000000001,0.086,-0.044411111111111096,0.007407407407407408,12.0,7.0,7.0,39.0,10425.5,-0.018750000000000044,5,5,5,5,5
126,2014-05-19,-0.039650442477876115,0.0012352507374631286,0.1355457227138643,0.000363636363636367,0.011818181818181816,12.0,7.0,7.0,39.0,10425.5,-0.018750000000000044,5,5,5,5,5
127,2014-05-20,-0.043642452830188666,0.012342767295597485,0.06949685534591195,-0.02907297297297296,0.03581081081081081,12.0,7.0,7.0,39.0,10453.7998046875,-0.018750000000000044,5,5,5,5,5
128,2014-05-21,-0.010832323232323231,0.023178757269666363,0.12138047138047135,-0.06106263736263736,-0.0046703296703296685,12.0,7.0,7.0,39.0,10531.400390625,-0.018750000000000044,5,5,5,5,5
129,2014-05-22,-0.05198029197080293,0.013990267639902677,0.03710462287104623,-0.009171428571428566,-0.013736263736263736,12.0,7.0,7.0,39.0,10520.599609375,-0.018750000000000044,5,5,5,5,5
130,2014-05-23,-0.04628170731707317,0.015625000000000003,0.07347560975609757,-0.07080000000000003,0.0102803738317757,12.0,7.0,7.0,39.0,10558.900390625,-0.018750000000000044,5,5,5,5,5
131,2014-05-24,-0.0024978260869565195,0.00625,0.08532608695652172,0.03118148148148148,0.04629629629629629,12.0,7.0,7.0,39.0,10687.5,-0.018750000000000044,5,5,5,5,5
132,2014-05-25,-0.03185,0.01997126436781609,0.03994252873563218,-0.04783888888888889,0.03888888888888889,12.0,7.0,7.0,39.0,10687.5,-0.018750000000000044,5,5,5,5,5
133,2014-05-26,-0.02288877551020407,0.03724489795918368,0.08010204081632652,-0.007598591549295774,0.009859154929577464,12.0,7.0,7.0,39.0,10687.5,-0.018750000000000044,5,5,5,5,5
134,2014-05-27,-0.02398431372549019,0.011739813112745098,0.06715686274509804,-0.015978169014084505,0.02852112676056338,12.0,7.0,7.0,39.0,10714.2001953125,-0.018750000000000044,5,5,5,5,5
135,2014-05-28,-0.02658303571428571,0.01822916666666666,0.06220238095238095,-0.014555468749999996,0.01953125,12.0,7.0,7.0,39.0,10757.2001953125,-0.018750000000000044,5,5,5,5,5
136,2014-05-29,-0.036499115044247785,-0.0021893436578171092,0.03635693215339232,0.012287096774193549,0.043548387096774194,12.0,7.0,7.0,39.0,10734.7998046875,-0.018750000000000044,5,5,5,5,5
137,2014-05-30,-0.0067657894736842155,-0.029166666666666667,0.08640350877192983,-0.052240909090909095,0.027651515151515156,12.0,7.0,7.0,39.0,10798.7001953125,-0.018750000000000044,5,5,5,5,5
138,2014-05-31,-0.0486560606060606,-0.015404040404040403,0.06464646464646466,0.014070588235294123,0.0392156862745098,12.0,7.0,7.0,39.0,10827.400390625,-0.018750000000000044,5,5,5,5,5
139,2014-06-01,-0.03480555555555555,0.0383861400462963,0.0587962962962963,-0.03967083333333333,-0.0023148148148148147,12.0,7.0,7.0,39.0,10827.400390625,-0.018750000000000044,6,6,6,6,6
140,2014-06-02,-0.042660344827586204,0.0012257543103448268,0.09367816091954023,0.0004786666666666676,0.005333333333333334,12.0,7.0,9.0,44.0,10827.400390625,-0.018750000000000044,6,6,6,6,6
